"","germplasmName","DON","Heading","Height","Lodging","Maturity","TestWeight","Yield","Weight..lb.","notes.x","notes.y"
"670","IL2022-5517",2.29,130.37,37.56,2.08,165.08,57.76,90.95,8,"hd:E, obs:Good",""
"671","IL2022-552",2.93,129.46,35.31,2.54,167.1,55.89,94.53,6.22,"hd:E, SDR, obs:Good",NA
"672","IL2022-5521",1.88,127.67,35.67,1.94,166.78,57.66,84.38,6.27,"hd:E, mixed, obs:Normal",NA
"673","IL2022-5522",2.12,129.58,37.38,1.2,166.08,58.71,95.74,7.65,"hd:N, obs:Normal",NA
"674","IL2022-5528",2.11,129.32,39.29,2.79,165.83,60.07,86.96,7.2,"hd:E, segregating, obs:Fair","seg "
"675","IL2022-5529",2.65,128.4,35.4,1.2,165.35,56.66,96.31,5.95,"hd:E, obs:Fair",NA
"676","IL2022-5535",2.33,128.91,35.11,1.91,164.21,57.98,91.4,8.09,"hd:E, obs:Normal",NA
"677","IL2022-5537",2.76,126.24,36.36,1.56,163.67,57.53,94.96,6.26,"hd:L, obs:Fair",NA
"678","IL2022-5542",2.09,128.08,34.48,1.16,164.34,58.66,85.17,7.21,"hd:E, early, npt, obs:Excellent ",""
"679","IL2022-5543",2.07,127.81,36.3,2.32,164.13,57.42,87.78,6.19,"hd:E, obs:Poor",""
"680","IL2022-5545",2.56,129.48,36.2,1.77,165.93,56.62,99.95,7.71,"hd:E, obs:Excellent ",NA
"681","IL2022-5551",1.55,128.9,36.72,2.46,164.78,57.68,91.51,7.96,"hd:E, obs:Good",""
"682","IL2022-5561",1.8,129.03,36.59,2.53,165.78,57.22,92.11,6.92,"hd:E, obs:Good",NA
"683","IL2022-5571",2.12,130.03,38.28,1.82,166.45,58.63,96.34,8.37,"hd:E, obs:Normal",""
"684","IL2022-5578",2.61,128,36.71,1.66,164.82,58.89,95.03,6.93,"hd:E, obs:Normal",""
"685","IL2022-560",2.02,129.12,35.46,4.46,165.59,59.3,86.56,7.22,"hd:E, obs:Fair",""
"686","IL2022-5607",2.11,129.37,36.6,2.57,165.37,56.65,93.17,7.35,"hd:E, obs:Good",NA
"687","IL2022-561",2.21,130.96,34.74,2.27,166.8,58.13,86.82,7.8,"obs:Poor",""
"688","IL2022-5610",2.07,130.46,34.55,1.53,165.71,59.55,105.09,7.43,"hd:E, obs:Good",""
"689","IL2022-5617",2.72,128.98,36.31,0.96,163.84,56.94,89.49,6.05,"hd:E, obs:Fair",""
"690","IL2022-5620",2.18,127.99,35.29,1.45,165.49,57.16,93.22,6.43,"hd:E, obs:Normal","dark green, big flag leaf, some sterility"
"691","IL2022-5635",1.87,131.39,36.99,1.98,167.8,57.81,81.11,6.97,"hd:N, obs:Fair",""
"692","IL2022-5643",2.05,132.12,38.61,2.58,167.12,59.57,78.38,5.42,"obs:Normal",""
"693","IL2022-568",1.48,130.59,37.44,1.56,165.06,58.65,86.25,7.13,"hd:E, obs:Good","mixed, ugly"
"694","IL2022-571",1.88,129.94,33.38,2.62,164.31,57.44,85.81,6.79,"hd:N, obs:Normal",NA
"695","IL2022-5744",2.36,130.29,37.03,2.12,168.06,57.91,78.19,7.53,"hd:E, obs:Fair",""
"696","IL2022-5765",2.19,133.39,37.44,2.37,169.48,58.79,92.17,7.91,"hd:L, obs:Fair",""
"697","IL2022-5805",1.79,132.77,34.98,2.07,168.3,60.52,83.51,7.05,"obs:Good","npt, late"
"698","IL2022-5834",2.01,131.34,37.58,1.56,167.28,57.29,88.65,7.12,"obs:Normal",""
"699","IL2022-5838",2.31,132.04,35.68,0.65,164.26,57.6,92.55,6.88,"obs:Normal","thick, early"
"700","IL2022-5841",2.05,132.49,34.01,1.65,166.21,56.53,88.65,8.02,"obs:Good","erect"
"701","IL2022-5851",1.96,131.67,36.25,0.51,164.63,56.48,91.63,7.84,"obs:Normal",NA
"702","IL2022-5853",1.97,133.31,36.65,1.14,166.18,56.51,88.96,6.93,"obs:Normal",""
"703","IL2022-5862",2.04,128.37,39.27,2.13,166.39,58.87,81.57,4.96,"hd:E, obs:Fair",NA
"704","IL2022-5865",1.58,126.88,36.42,2.17,165.69,58.52,84.46,5.71,"hd:E, obs:Good",NA
"705","IL2022-5876",2.8,130.08,36.34,1.33,164.54,58.29,82.42,5.96,"hd:E, obs:Normal",""
"706","IL2022-5922",1.98,132.09,36.63,2.04,166.2,60.94,78.36,7.46,"hd:E, early, obs:Good","thick"
"707","IL2022-5938",1.55,130.27,39.85,2.21,165.33,61.66,85.53,6.88,"hd:E, obs:Fair",""
"708","IL2022-5944",1.69,129.25,37.4,2.11,165.4,61.02,91.2,7.36,"obs:Fair",NA
"709","IL2022-5948",1.71,129.12,37.48,2.31,164.97,60.51,86.19,6.87,"hd:E, obs:Poor",NA
"710","IL2022-6018",1.33,130,38.5,1.94,166.46,60.53,80.03,5.88,"hd:E, obs:Good",""
"711","IL2022-6043",1.71,129.34,34.83,1.5,165.49,58.82,78.69,6.87,"obs:Normal",NA
"712","IL2022-6047",1.44,130.12,38.9,2.7,165.32,61.75,82.62,6.57,"hd:E, obs:Fair",""
"713","IL2022-6136",2.13,127.12,36.52,1.15,165.79,58.12,78.67,6.5,"hd:E, seg, obs:Normal",NA
"714","IL2022-6142",2.67,131.21,36.72,2.19,167.08,57.95,80.43,7.84,"hd:E, obs:Good",""
"715","IL2022-6160",1.31,131.5,40.28,2.89,165.24,59.9,81.95,5.36,"mixed, obs:Poor",""
"716","IL2022-6161",1.84,132.53,39.94,3.15,167.86,60.6,83.38,6.79,"hd:E, obs:Fair",""
"717","IL2022-6268",1.52,129.9,31.95,1.65,163.76,60.88,83.85,6.02,"hd:E, segregating, obs:Fair","very mixed, very mixed, ve"
"718","IL2022-6278",2.42,130.6,38.59,1.48,166.94,59.32,86.12,7.69,"obs:Poor",""
"719","IL2022-631",1.22,132.23,39.7,2.7,166.24,60.05,73.75,7.96,"hd:N, obs:Fair",""
"720","IL2022-6330",1.83,129.26,39.35,1.21,165.4,57.28,90.89,6.62,"hd:E, obs:Good",""
"721","IL2022-6364",2.3,128.81,38.01,2.9,168.13,57.06,88.3,6.58,"hd:E, obs:Fair",""
"722","IL2022-6378",2.05,130.67,36.55,2.05,167.04,57.86,92.6,7.01,"obs:Normal",""
"723","IL2022-6407",1.76,129.53,33.54,1.2,164.83,56.29,86.9,6.12,"hd:E, obs:Normal","mixed "
"724","IL2022-6409",1.79,131.67,36.21,2.18,168.29,56.25,90.69,6.4,"obs:Normal",NA
"725","IL2022-641",1.67,132.18,40.44,2.99,168.18,60.11,81.18,7.58,"hd:N, obs:Fair",""
"726","IL2022-6415",2.13,129.51,35.07,2.2,166.9,56.63,93.25,8.32,"hd:E, obs:Good",""
"727","IL2022-6423",1.83,131.5,37.25,2.76,166.19,55.85,88.79,8.69,"hd:N, obs:Normal",NA
"728","IL2022-643",1.27,133.06,36.57,3.19,166.93,59.48,75.14,6.31,"hd:N, obs:Poor",""
"729","IL2022-6437",1.81,132.22,34.63,2.24,167.57,56.86,93.39,8.96,"hd:N, mixed, obs:Normal",NA
"730","IL2022-6449",1.84,130.7,35.66,1.66,165.29,56.9,90.37,8.76,"hd:E, obs:Poor",""
"731","IL2022-6476",1.11,131.61,36.43,2.84,165.84,60.53,79.56,6.14,"hd:N, obs:Fair",NA
"732","IL2022-6537",1.55,132.43,35.42,2.16,166.01,59.04,83.36,6.19,"hd:N, obs:Normal",NA
"733","IL2022-6576",1.59,133.02,38.1,3.01,167.86,60.23,80.61,7.2,"obs:Poor",""
"734","IL2022-6702",1.39,128.55,38.56,2.13,163.54,56.62,76.95,5.81,"hd:E, obs:Poor","ve"
"735","IL2022-6714",1.72,129.85,38.79,2.66,166.63,58.74,84.83,7.03,"hd:E, obs:Fair",""
"736","IL2022-6726",1.43,129.07,37.89,1.45,165.03,59.68,85.1,7.07,"hd:E, obs:Fair",NA
"737","IL2022-6748",1.61,129.32,36.36,1.81,164.98,60.24,85.05,7.83,"hd:E, obs:Fair",NA
"738","IL2022-6774",1.25,130,39.35,1.74,165.25,58.35,80.58,7.19,"hd:E, obs:Normal","thick, mixed "
"739","IL2022-6832",2.31,131.12,36.69,0.97,168.19,60.09,82.9,7.43,"hd:N, obs:Normal",""
"740","IL2022-6839",1.57,131.43,36.51,1.47,167.78,58.36,87.95,6.36,"obs:Normal",NA
"741","IL2022-6841",2.24,132.47,36.44,1.39,168.1,60.57,87.34,7.57,"hd:N, obs:Normal",NA
"742","IL2022-6862",1.51,130.91,38.42,2.85,167.31,58.75,90.41,7.74,"obs:Normal",NA
"743","IL2022-6866",1.76,133.44,37.34,1.18,167.74,58.63,81.76,7.78,"hd:E, obs:Good",""
"744","IL2022-6973",2.03,130.16,38.15,2.95,165.51,58.58,81.55,7.65,"hd:E, obs:Fair",NA
"745","IL2022-7044",1.71,133.31,36.58,1.54,167.65,58.03,91.34,7.28,"hd:L, obs:Normal",""
"746","IL2022-7048",2.01,131.76,38.72,2.39,168.33,59.41,87.27,7.53,"hd:N, obs:Fair",NA
"747","IL2022-7049",1.5,131.32,38.27,3.12,167.39,61.37,84.6,6.37,"obs:Good",""
"748","IL2022-7058",1.91,132.36,37,2.27,167.57,60.51,83.49,6.65,"obs:Normal",""
"749","IL2022-7060",1.68,132.21,37.91,2.51,166.48,59.62,94.36,8.11,"hd:N, obs:Normal",""
"750","IL2022-7065",1.89,130.92,37.78,2.08,165.7,58.97,81.5,7.04,"hd:E, obs:Poor",""
"751","IL2022-7077",1.66,130.25,37.94,2.37,166.71,59.48,78.58,7.59,"hd:E, obs:Fair",""
"752","IL2022-710",1.29,130.42,39.17,3.17,164.66,59,78.81,6.78,"hd:E, obs:Normal",NA
"753","IL2022-7104",2.18,131.66,36.49,1.55,167.48,57.63,88.21,6.5,"hd:N, obs:Good",""
"754","IL2022-7106",1.84,130.74,34.41,1.59,167.39,56.7,91.19,6.79,"obs:Normal",NA
"755","IL2022-7108",1.94,133.42,33.59,1.4,166.71,56.93,86.61,7.74,"hd:N, obs:Excellent ","short"
"756","IL2022-7109",1.65,132.45,33.98,1.08,168.24,57.13,88.04,7.39,"hd:N, obs:Good",NA
"757","IL2022-7110",1.25,131.22,34.9,1.06,165.26,57.44,90.12,7.11,"obs:Good",""
"758","IL2022-714",1.78,132.18,38.27,3.07,166.63,56.33,76.03,6.01,"hd:E, obs:Normal",""
"759","IL2022-7163",2.23,130.69,36.56,2.83,164.38,55.99,87.54,8.45,"hd:E, obs:Fair",""
"760","IL2022-7164",2,130.39,36.43,2.52,166.65,59.27,81.23,6.51,"hd:E, obs:Good",""
"761","IL2022-7169",1.78,128.54,35.33,2.6,165.35,58.35,83.99,6.87,"hd:E, obs:Fair",NA
"762","IL2022-7172",1.81,128.62,36.66,2.15,164.96,58.91,85.16,6.7,"hd:E, obs:Normal",""
"763","IL2022-7174",2.26,129.9,35.7,2.12,165.34,60.08,86.35,6.62,"hd:E, obs:Fair",NA
"764","IL2022-720",1.75,133.16,37.61,1.18,166.16,56.77,90.44,7.12,"hd:N, obs:Fair",""
"765","IL2022-7260",1.13,133.2,36.16,2.2,165.97,60.24,85.5,7.96,"obs:Good",NA
"766","IL2022-7264",1.18,132.1,37.51,2.36,165.82,59.88,87.63,8.29,"hd:N, obs:Poor",NA
"767","IL2022-7266",2.06,132.78,39.46,2.73,167.81,58.84,82.52,7.74,"hd:N, obs:Fair",NA
"768","IL2022-7274",1.62,132.09,38.46,3.05,166.07,59.47,90.06,7.39,"obs:Fair",NA
"769","IL2022-7323",1.99,131.07,40.34,2.17,165.8,58.73,83.71,6.56,"hd:E, obs:Fair",""
"770","IL2022-7329",1.24,131.63,39.96,3.96,166.14,60.59,76.16,6.21,"obs:Fair",NA
"771","IL2022-7334",1.91,131.36,40.31,4.73,166.35,58.51,88.61,7.71,"hd:E, obs:Poor",""
"772","IL2022-7342",1.38,131.4,39.33,4.07,166.04,58.23,91.37,7.15,"hd:N, obs:Poor",""
"773","IL2022-7366",1.7,129.99,37.98,1.85,167.13,58.65,82.43,5.47,"obs:Normal",NA
"774","IL2022-7368",1.16,131.83,38.51,1.28,166.39,58.18,88.72,7.84,"obs:Fair",NA
"775","IL2022-7379",1.77,130.21,38.79,2.78,164.3,59.06,79.77,6.94,"hd:E, obs:Fair",""
"776","IL2022-7415",1.65,131.69,38.9,2.37,166.17,60.03,78.7,5.24,"obs:Fair",NA
"777","IL2022-7442",2.03,132.18,34.03,1.86,167.55,57.3,95.08,8.43,"hd:L, obs:Normal","huge flag leaf"
"778","IL2022-7446",1.62,132.46,32.56,2.2,166.88,59.13,90.42,8.5,"hd:N, obs:Normal",NA
"779","IL2022-7448",1.58,130.85,34.51,1.11,165.74,56.27,89.86,7.99,"hd:N, obs:Good",NA
"780","IL2022-7456",1.65,131.04,35.86,1.41,167.73,58.39,86.32,6.98,"obs:Normal",""
"781","IL2022-7476",1.59,131.6,37.59,2.39,166.78,59.73,81.7,6.42,"obs:Poor",NA
"782","IL2022-7562",2.04,128.03,38.3,4.31,164.3,59.08,87.87,6.49,"hd:E, obs:Fair","lodging "
"783","IL2022-7565",1.43,132.63,35.88,2.47,166.27,60.48,95.22,7.59,"hd:N, obs:Good",""
"784","IL2022-7572",1.68,131.25,36.58,2.79,166.93,59.21,81.4,5.69,"hd:E, obs:Fair",NA
"785","IL2022-7608",1.56,129.1,37.48,1.93,165.35,57.92,85.91,7.13,"hd:N, obs:Normal","thick"
"786","IL2022-7612",1.75,131.09,39.04,2.45,167.54,60.31,88.68,7.96,"hd:E, obs:Normal",""
"787","IL2022-7624",1.42,129.64,39.05,2.89,166.29,58.44,84.45,6.4,"hd:E, obs:Fair",NA
"788","IL2022-7627",1.46,128.95,37.63,2.25,166.88,58.08,80.77,6.89,"hd:E, obs:Fair",""
"789","IL2022-7632",1.82,128.6,38.24,2.17,166.07,60.5,80.71,7.42,"hd:E, obs:Fair",NA
"790","IL2022-7634",0.98,126.76,36.02,1.31,165.27,58.51,77.39,6.62,"hd:E, obs:Good",NA
"791","IL2022-7648",1.17,130,37.29,1.41,166.3,58.91,78.97,6.53,"hd:E, obs:Normal",""
"792","IL2022-7673",1.47,132.19,36.07,1.82,166.77,60.2,84.64,8.1,"hd:N, obs:Good",""
"793","IL2022-7709",0.97,131.02,37.28,1.81,167.01,60.19,80.1,7.24,"obs:Fair",NA
"794","IL2022-7713",0.93,131.38,35.26,1.2,167.57,59.11,81.39,6.08,"hd:E, obs:Good",""
"795","IL2022-7720",1.42,133.12,37.23,2.45,168.82,62,84.96,8.53,"hd:N, obs:Normal",NA
"796","IL2022-7733",1.56,130.98,36.51,2.48,165.54,59.02,88.16,7.61,"hd:E, obs:Normal",NA
"797","IL2022-7736",1.7,129.93,38.26,2.29,166.53,57.72,76.32,7.42,"hd:E, segregating, obs:Fair",""
"798","IL2022-774",2.05,129.94,37.35,1.97,164.87,57.81,82.17,6.51,"hd:E, obs:Good",NA
"799","IL2022-7741",1.44,133.39,37.07,3.85,168.87,59.63,84.93,7.23,"hd:N, obs:Fair",""
"800","IL2022-7745",1.32,131.19,37.97,2.15,167.83,60.52,88.2,7.05,"obs:Normal",""
"801","IL2022-7806",1.4,129.65,37.99,1.85,166.37,57.77,84.94,7.19,"hd:E, obs:Normal",NA
"802","IL2022-7819",1.38,132.43,36.92,2.07,168.39,58.88,90.25,7.15,"hd:E, obs:Normal",""
"803","IL2022-7836",1.73,129.23,36.96,1.78,164.89,58.12,79.44,6.14,"hd:E, obs:Fair",NA
"804","IL2022-7864",1.59,132.21,38.03,2.68,165.27,60.52,78.93,7.21,"hd:E, obs:Fair",""
"805","IL2022-7876",1.65,132.66,40.41,2.75,166.67,58.68,81.75,7.62,"hd:N, obs:Poor","tall"
"806","IL2022-7918",2.17,130.07,37.17,2.77,165.67,58.38,80.93,5.2,"obs:Good",NA
"807","IL2022-7929",1.59,130.11,37.15,2.18,167.68,58.9,83.6,6.99,"hd:E, obs:Fair",""
"808","IL2022-7956",1.38,134.04,37.6,1.91,168.39,58.14,88.71,7.69,"obs:Normal",""
"809","IL2022-7958",1.33,132.6,39.24,2.6,169.17,59.96,85.24,5.08,"obs:Normal",NA
"810","IL2022-7966",1.35,132.87,38.12,2.06,169.78,59.68,79.3,6.91,"hd:N, obs:Fair",NA
"811","IL2022-7972",1.8,133.13,36.93,1.52,168.63,59.54,90.66,8,"hd:N, obs:Normal","erect"
"812","IL2022-8016",1.53,133.02,38.3,1.02,168.43,60.8,87.3,7.04,"hd:L, obs:Fair",""
"813","IL2022-8024",0.98,134.08,39.44,1.98,167.17,61.03,78.73,7.71,"obs:Normal",NA
"814","IL2022-8033",1.25,133.44,38.72,1.73,167.26,59.69,87.1,7.48,"hd:N, obs:Normal",""
"815","IL2022-8052",1.63,134.75,40.27,2.19,167.84,60.62,88.7,7.99,"obs:Poor",""
"816","IL2022-8061",2.14,132.17,38.11,2.48,168.24,58.07,87.81,7.99,"hd:N, obs:Fair",""
"817","IL2022-8068",1.51,132.56,36.51,1.79,167.67,56.24,73.44,7.64,"obs:Fair",NA
"818","IL2022-8079",2.18,133.38,39.04,3.23,167.52,58.8,81.1,8.3,"obs:Fair",NA
"819","IL2022-8120",1.72,131.39,35.41,1.02,167.46,57.8,84.33,8.53,"hd:N, obs:Normal",NA
"820","IL2022-8136",1.19,131.72,37.43,1.34,167.21,59.65,87.25,6.39,"obs:Normal",""
"821","IL2022-8152",1.09,130.71,35.99,1.84,166.39,57.51,78.85,6.8,"obs:Normal",""
"822","IL2022-8153",1.43,130.69,35.53,1.54,166.9,57.79,86.93,6.64,"hd:E, obs:Good",""
"823","IL2022-8157",1.57,131.23,37.32,1.92,167.71,59.57,94.49,8,"hd:E, obs:Fair",""
"824","IL2022-8161",2,131.1,35.52,1.98,165.82,60.87,91.67,7.43,"hd:E, obs:Good",""
"825","IL2022-8204",1.16,131.67,38.5,1.82,167.53,59.8,87.6,5.68,"obs:Normal",""
"826","IL2022-8353",1.65,131.15,40.32,1.99,168.7,58.74,79.35,6.57,"obs:Fair",NA
"827","IL2022-8433",1.15,133.57,38.2,2.45,166.69,61.49,70.98,6.88,"hd:N, obs:Poor",NA
"828","IL2022-8441",2.09,134.31,35.46,3.57,168.21,60.89,83.97,6.23,"obs:Normal",NA
"829","IL2022-8453",2,133.12,37.29,3.94,166.5,62.12,78.23,6.87,"obs:Normal",NA
"830","IL2022-8460",0.57,134.07,38.47,2.8,168.73,59.67,86.87,7.48,"hd:N, obs:Fair",NA
"831","IL2022-8518",1.62,129.81,36.08,2.48,166.53,60.49,79.8,6.46,"hd:E, obs:Fair",NA
"832","IL2022-8553",1.46,129.16,39.05,2.88,167.51,60.61,77.26,5.91,"hd:E, obs:Good",NA
"833","IL2022-8578",1.28,132.3,37.3,2.54,167.13,58.35,81.56,6.81,"hd:E, obs:Fair",""
"834","IL2022-8613",2.14,131.11,37.9,2.39,165.28,60.12,84.49,7.07,"hd:E, obs:Normal",""
"835","IL2022-8616",2,130.61,39.45,2.83,165.33,60.62,89.93,5.36,"hd:E, see down row, obs:Normal",NA
"836","IL2022-8654",2.05,130.6,37.02,3.37,164.53,61.01,77.26,5.78,"hd:E, obs:Fair",""
"837","IL2022-8658",1.29,132.27,39.46,2.36,166.12,60.99,81.12,7.48,"hd:E, obs:Fair",""
"838","IL2022-8667",1.74,129.62,38.45,1.19,164.79,59.4,80.75,6.56,"hd:E, obs:Fair",NA
"839","IL2022-8676",1.44,129.59,37.99,1.53,167.13,58.21,88.98,8.26,"hd:E, obs:Normal",""
"840","IL2022-8715",1.78,132.3,37.95,3.55,163.93,58.65,81.69,5.99,"obs:Fair",NA
"841","IL2022-8748",1.44,131.07,36.18,2.03,166.39,60.37,85.52,7.02,"obs:Normal",NA
"842","IL2022-8749",2.11,130.71,35.54,2.37,165.11,58.51,82.12,7.3,"hd:E, obs:Normal",""
"843","IL2022-8921",1.97,130.74,38.07,1.87,168.69,58.56,90.14,6.81,"obs:Normal",""
"844","IL2022-8965",1.67,131.43,38.07,1.84,167.57,58.52,96.76,7.22,"hd:E, obs:Normal",""
"845","IL2022-9003",1.49,131.21,37.01,2.45,164.64,57.45,75.58,6.29,"hd:E, bearded, obs:Normal",NA
"846","IL2022-9016",1.05,133.26,37.32,1.64,167.13,58.81,78.64,5.81,"obs:Good","lime green, bearded, clean"
"847","IL2022-9035",1.31,131.3,37.52,2.21,166.67,57.71,88.89,6.19,"hd:N, bearded, obs:Good","bearded, emerald green, thick"
"848","IL2022-9055",1.59,131.79,37.97,2.02,167.11,58.9,75.21,6.29,"hd:N, bearded, obs:Normal",NA
"849","IL2022-9058",1.2,130,37.83,1.63,167.77,59.44,79.09,7.08,"hd:E, awns, obs:Good","thick, bearded, big heads"
"850","IL2022-9072",1.59,130.78,36.4,1.79,165.82,58.43,79.71,6.42,"hd:E, segregating, obs:Normal",NA
"851","IL2022-9116",1.32,131.07,37.06,1.89,166.19,57.31,84.4,7.39,"hd:E, segregating, bearded , obs:Good","thick, bearded, npt, clean"
"852","IL2022-9133",2.29,134.39,38.03,2.65,168.65,61.06,87.49,7.41,"hd:N, obs:Poor",NA
"853","IL2022-9156",1.93,133.61,37.96,2.38,169.14,61.02,81.61,8.12,"hd:N, obs:Fair",NA
"854","IL2022-9176",1.62,132.36,36.99,2.23,167.69,61.93,85.3,6.39,"hd:N, obs:Normal",NA
"855","IL2022-9178",1.94,133.43,38.24,2.43,169.63,59.2,90.21,7.08,"hd:E, obs:Fair",NA
"856","IL2022-9209",2.06,131.72,37.82,3.12,165.74,60.69,84.49,6.38,"obs:Fair",""
"857","IL2022-9223",1.56,132.91,36.68,1.69,169.77,60.7,89.23,7.64,"hd:N, obs:Good","late"
"858","IL2022-9272",1.68,130.95,38.27,1.77,167.71,60.13,87.9,7.51,"hd:E, obs:Poor",""
"859","IL2022-9352",1.98,131.88,37.52,2.93,168.33,59.93,89.22,7,"obs:Normal",""
"860","IL2022-941",1.99,132.92,38.32,2.64,165.2,59.16,86.24,3.21,"hd:E, obs:Poor",""
"861","IL2022-9438",1.31,127.16,38.62,2.13,162.76,57.45,71.1,5.57,"hd:E, VVE, obs:Fair","seg, ve, tall"
"862","IL2022-9457",1.46,129.04,39.63,2.64,164.43,58.5,84.36,5.68,"hd:E, npt, obs:Normal",""
"863","IL2022-9460",2.05,129.31,38.54,2.06,165.56,59.15,79.46,6.75,"hd:E, obs:Fair",""
"864","IL2022-9465",1.54,131.7,38.29,2.58,166.06,59.17,76.64,6.68,"obs:Poor",NA
"865","IL2022-9468",0.99,129.31,39.4,2.35,165.74,58.18,82.55,7.4,"hd:E, obs:Normal",""
"866","IL2022-9472",1.64,129.77,37.99,1.34,165.72,58.03,84.83,7.12,"hd:E, obs:Fair",""
"867","IL2022-9474",1.6,129.92,38.39,2.14,165.01,58.82,79.1,6.37,"obs:Fair",""
"868","IL2022-9534",1.7,133.7,37.58,1.53,167.99,59.42,85.98,6.96,"hd:N, obs:Good",NA
"869","IL2022-9537",1.76,131.63,34.56,1.84,169.2,59.37,89.38,6.56,"obs:Normal",""
"870","IL2022-9542",1.75,131.7,36.57,1.7,169.3,58.92,85.56,7.63,"obs:Normal",NA
"871","IL2022-9547",2.02,130.69,34.67,1.4,167.95,58.15,90.83,7.78,"obs:Good","npt"
"872","IL2022-9576",1.52,131.42,35.7,1.38,168.08,58.38,79.77,5.99,"hd:N, obs:Normal",NA
"873","IL2022-9609",2.3,133.85,33.76,1.86,167.57,56.4,91.79,7.77,"hd:N, obs:Good",""
"874","IL2022-9624",2.14,128.94,35.18,1.8,165.97,56.43,78.86,6.28,"hd:E, obs:Normal",""
"875","IL2022-9630",2.04,131.46,37.16,1.89,166.95,60.63,80.64,6.07,"obs:Fair",NA
"876","IL2022-9712",1.83,130.36,38.83,3.17,165.83,58.48,84.78,7.12,"hd:N, obs:Fair",NA
"877","IL2022-9743",1,131.74,38.24,3.29,166.48,58.34,87.92,7.72,"hd:N, obs:Poor",""
"878","IL2022-9803",1.64,129.38,34.52,2.01,165.32,55.9,85.94,6.74,"obs:Normal",NA
"879","IL2022-9808",1.26,131.92,34.99,1.36,164.82,55.85,89.91,6.38,"hd:N, obs:Normal",""
"880","IL2022-9837",1.48,132.29,34.44,1.68,165.43,55.39,89.63,8.23,"obs:Good",NA
"881","IL2022-9861",1.54,130.72,36.02,2.12,166.55,57.98,85.84,6.82,"hd:N, obs:Normal",""
"882","IL2022-9864",1.96,131.08,37.32,2,167.09,56.97,85.64,8.16,"hd:E, obs:Excellent ","very dark green, very dark green, thick, uniform "
"883","IL2022-9874",1.62,131,36.13,0.96,166.43,58.99,88.07,6.92,"hd:E, obs:Normal",NA
"884","IL2022-9877",1.53,130.92,34.61,1.52,165.69,57.49,81.84,6.56,"obs:Good",""
"885","IL2022-9906",1.88,131.11,36.09,2.47,166.37,58.45,88.97,7.03,"obs:Normal",""
"886","IL2022-9913",1.2,131.97,34.8,1.12,167.28,58.52,89.89,7.3,"hd:E, obs:Normal",NA
"887","IL2022-9929",1.42,131.63,36.19,0.98,167.21,59.05,88.85,7.84,"hd:E, obs:Good","npt"
"888","IL2022-9944",1.72,130.88,35.54,1,167.43,58.38,88.71,7.01,"hd:E, obs:Normal",""
"889","IL2022-9948",1.65,131.56,37.65,1.18,168.18,58.82,91.39,8.07,"hd:N, obs:Normal",NA
"890","Kaskaskia",2.82,135.1,42.26,2.4,166.39,59.28,78.51,NA,NA,""
"891","Kaskaskia",2.82,135.1,42.26,2.4,166.39,59.28,78.51,NA,NA,""
"892","Pio25R74",2.43,134.92,36.09,1.33,166.71,57.39,88.39,NA,NA,NA
