germplasmName,observationUnitName,notes
IL2022-23246,YT_Urb_23-604,
IL2022-5922,YT_Urb_23-605,thick
2020-1578,YT_Urb_23-606,
IL2022-3164,YT_Urb_23-607,mixed
IL2021-19438,YT_Urb_23-608,
IL2022-2933,YT_Urb_23-609,
IL2021-30029,YT_Urb_23-61,
IL16LCSDH-02-T-864-38,YT_Urb_23-610,
IL2022-22651,YT_Urb_23-611,
IL2022-23259,YT_Urb_23-612,late
19-10123,YT_Urb_23-613,lots of heads
IL16LCSDH-03-T-865-39,YT_Urb_23-614,npt
IL2022-19422,YT_Urb_23-615,
IL2022-14268,YT_Urb_23-616,
19-27565,YT_Urb_23-617,
IL2022-20509,YT_Urb_23-618,
IL16LCSDH-10-T-2665-54,YT_Urb_23-619,
IL2022-9906,YT_Urb_23-62,
IL2022-2749,YT_Urb_23-620,
Kaskaskia,YT_Urb_23-621,
IL2021-27466,YT_Urb_23-622,
2020-7737,YT_Urb_23-623,
2020-1862,YT_Urb_23-624,
IL2021-40317,YT_Urb_23-625,
IL2022-9877,YT_Urb_23-626,
IL16LCSDH-06-T-2661-39,YT_Urb_23-627,"ve, npt"
IL2022-21130,YT_Urb_23-628,
IL2022-13548,YT_Urb_23-629,
IL2021-18152,YT_Urb_23-63,
19-18826,YT_Urb_23-630,
IL2022-3450,YT_Urb_23-631,
IL2021-18468,YT_Urb_23-632,
IL2022-14232,YT_Urb_23-633,
IL2022-17769,YT_Urb_23-634,
IL2021-37508,YT_Urb_23-635,
IL2022-4061,YT_Urb_23-636,
IL2022-13243,YT_Urb_23-637,
IL2022-11443,YT_Urb_23-638,
IL2021-17857,YT_Urb_23-639,"beautiful, thick"
IL2021-28973,YT_Urb_23-64,
IL2022-18573,YT_Urb_23-640,
IL2022-21272,YT_Urb_23-641,
19-18156,YT_Urb_23-642,
IL2022-11535,YT_Urb_23-643,
2020-15726,YT_Urb_23-644,
2020-3234,YT_Urb_23-645,
IL2022-5551,YT_Urb_23-646,
IL2022-13604,YT_Urb_23-647,
IL2021-28678,YT_Urb_23-648,
IL2022-22035,YT_Urb_23-649,
IL2021-36747,YT_Urb_23-65,
IL2021-43920,YT_Urb_23-650,
IL2022-4730,YT_Urb_23-651,
IL16LCSDH-03-T-865-39,YT_Urb_23-652,
IL2021-35723,YT_Urb_23-653,
IL2021-17103,YT_Urb_23-654,
IL2022-20401,YT_Urb_23-655,
2020-7024,YT_Urb_23-656,
IL2022-10352,YT_Urb_23-657,
2020-17006,YT_Urb_23-658,
IL2021-42959,YT_Urb_23-659,
IL16LCSDH-11-T-2666-208,YT_Urb_23-66,
IL2021-15149,YT_Urb_23-660,
2020-2068,YT_Urb_23-661,
IL2022-1018,YT_Urb_23-662,
IL2021-14320,YT_Urb_23-663,
IL16LCSDH-04-T-2659-212,YT_Urb_23-664,
IL2022-22458,YT_Urb_23-665,
2020-15429,YT_Urb_23-666,
IL2021-18435,YT_Urb_23-667,
IL2022-7044,YT_Urb_23-668,
IL16LCSDH-11-T-2666-208,YT_Urb_23-669,
IL2022-10405,YT_Urb_23-67,"npt, later"
IL2022-3153,YT_Urb_23-670,
IL2021-3558,YT_Urb_23-671,
IL2022-16720,YT_Urb_23-672,
IL2022-15602,YT_Urb_23-673,
IL2021-40301,YT_Urb_23-674,
IL2021-17857,YT_Urb_23-675,npt
IL2022-4643,YT_Urb_23-676,
2020-2749,YT_Urb_23-677,
IL2022-1521,YT_Urb_23-678,
IL16LCSDH-04-T-2659-20,YT_Urb_23-679,
IL2021-36748,YT_Urb_23-68,
IL2021-15138,YT_Urb_23-680,
IL2022-23516,YT_Urb_23-681,
IL2022-523,YT_Urb_23-682,"npt, small heads"
2020-5533,YT_Urb_23-683,mixed
IL2022-20076,YT_Urb_23-684,mixed
IL2022-2339,YT_Urb_23-685,
IL2021-43764,YT_Urb_23-686,
IL2021-17919,YT_Urb_23-687,"thick, uniform"
IL16LCSDH-10-T-2665-54,YT_Urb_23-688,npt
IL2021-39143,YT_Urb_23-689,
IL2021-17813,YT_Urb_23-69,ve
IL2022-13739,YT_Urb_23-690,
IL2021-24110,YT_Urb_23-691,
2020-10275,YT_Urb_23-692,
IL2022-23531,YT_Urb_23-693,
2020-7035,YT_Urb_23-694,
IL2021-15179,YT_Urb_23-695,
IL2021-46908,YT_Urb_23-696,
IL2021-37508,YT_Urb_23-697,
IL2021-44705,YT_Urb_23-698,
IL2022-14401,YT_Urb_23-699,
IL2022-720,YT_Urb_23-7,
IL2022-12364,YT_Urb_23-70,
IL2022-17935,YT_Urb_23-700,
IL2021-30660,YT_Urb_23-701,
IL2022-8161,YT_Urb_23-702,
IL16LCSDH-10-T-2665-21,YT_Urb_23-703,
IL2022-12064,YT_Urb_23-704,
19-6637,YT_Urb_23-705,npt
IL2022-3736,YT_Urb_23-706,
IL2021-14567,YT_Urb_23-707,
IL2021-26834,YT_Urb_23-708,
IL16LCSDH-01-T-863-58,YT_Urb_23-709,
IL16LCSDH-06-T-2661-212,YT_Urb_23-71,
IL2022-16201,YT_Urb_23-710,
IL2022-9743,YT_Urb_23-711,
IL2022-12030,YT_Urb_23-712,
IL2022-20741,YT_Urb_23-713,"thick, npt"
IL2021-22316,YT_Urb_23-714,
IL2022-12650,YT_Urb_23-715,
IL2021-36658,YT_Urb_23-716,"thick, early "
IL2021-28678,YT_Urb_23-717,
IL2022-4220,YT_Urb_23-718,
IL2022-3708,YT_Urb_23-719,
2020-16022,YT_Urb_23-72,seg
2020-1847,YT_Urb_23-720,
IL2022-4237,YT_Urb_23-721,
IL2021-14556,YT_Urb_23-722,
IL2022-3333,YT_Urb_23-723,
19-5122,YT_Urb_23-724,"erect, npt"
IL2022-18823,YT_Urb_23-725,
IL2022-1806,YT_Urb_23-726,
IL2021-16120,YT_Urb_23-727,has triticale
IL2021-16322,YT_Urb_23-728,
IL2021-17961,YT_Urb_23-729,
IL2021-17845,YT_Urb_23-73,npt
IL2022-16620,YT_Urb_23-730,
2020-16035,YT_Urb_23-731,
IL2022-643,YT_Urb_23-732,
IL2021-39238,YT_Urb_23-733,
IL2022-24058,YT_Urb_23-734,
IL2022-24032,YT_Urb_23-735,
IL16LCSDH-09-T-2664-20,YT_Urb_23-736,
IL2022-19879,YT_Urb_23-737,lots of heads
IL2021-28804,YT_Urb_23-738,
IL2021-16722,YT_Urb_23-739,
2020-9945,YT_Urb_23-74,
IL2022-15419,YT_Urb_23-740,
IL2021-23332,YT_Urb_23-741,
IL2021-43916,YT_Urb_23-742,
2020-2101,YT_Urb_23-743,
07-19334,YT_Urb_23-744,
IL2022-11306,YT_Urb_23-745,
IL2022-23424,YT_Urb_23-746,
2020-7917,YT_Urb_23-747,
IL2021-42343,YT_Urb_23-748,mixed
2020-10415,YT_Urb_23-749,bad plot
IL2022-10404,YT_Urb_23-75,
IL2022-5263,YT_Urb_23-750,
IL2022-17208,YT_Urb_23-751,
IL16LCSDH-05-T-2660-3,YT_Urb_23-752,
IL2022-8153,YT_Urb_23-753,
IL2022-8965,YT_Urb_23-754,
2020-6010,YT_Urb_23-755,
IL2022-19944,YT_Urb_23-756,
IL2021-23464,YT_Urb_23-757,
IL2022-8749,YT_Urb_23-758,
2020-1362,YT_Urb_23-759,
2020-7369,YT_Urb_23-76,mixed
IL2021-43878,YT_Urb_23-760,
IL2022-10072,YT_Urb_23-761,
2020-9801,YT_Urb_23-762,
IL2022-4839,YT_Urb_23-763,
IL2022-2920,YT_Urb_23-764,
IL16LCSDH-09-T-2664-43,YT_Urb_23-765,
IL2021-45957,YT_Urb_23-766,
IL2021-43205,YT_Urb_23-767,thick
IL2022-3418,YT_Urb_23-768,
IL2022-10176,YT_Urb_23-769,
IL2022-8052,YT_Urb_23-77,
IL2021-24320,YT_Urb_23-770,
IL2021-39959,YT_Urb_23-771,
IL16LCSDH-02-T-864-5,YT_Urb_23-772,
IL16LCSDH-07-T-2662-203,YT_Urb_23-773,
IL2022-2704,YT_Urb_23-774,
2020-2010,YT_Urb_23-775,
IL2022-15520,YT_Urb_23-776,
16-8048,YT_Urb_23-777,
IL2022-1816,YT_Urb_23-778,
IL16LCSDH-07-T-2662-22,YT_Urb_23-779,
19-6946,YT_Urb_23-78,
IL2021-42115,YT_Urb_23-780,
IL2021-24241,YT_Urb_23-781,
IL2022-9058,YT_Urb_23-782,"thick, bearded, big heads"
2020-12665,YT_Urb_23-783,
IL2022-16870,YT_Urb_23-784,
2020-6205,YT_Urb_23-785,
IL2021-45561,YT_Urb_23-786,
2020-2334,YT_Urb_23-787,
19-6946,YT_Urb_23-788,
IL2022-18613,YT_Urb_23-789,
IL2022-3611,YT_Urb_23-79,
IL2022-13149,YT_Urb_23-790,
IL2021-43359,YT_Urb_23-791,
IL2022-7864,YT_Urb_23-792,
2020-3607,YT_Urb_23-793,
IL2021-46002,YT_Urb_23-794,
IL2022-3117,YT_Urb_23-795,
19-13713,YT_Urb_23-796,
IL2022-11918,YT_Urb_23-797,"npt, bearded"
19-21760,YT_Urb_23-798,
IL2022-3936,YT_Urb_23-799,
2020-9168,YT_Urb_23-8,
IL2022-10377,YT_Urb_23-80,
IL2021-19221,YT_Urb_23-800,
IL2021-17428,YT_Urb_23-801,
IL2021-13707,YT_Urb_23-802,
IL2021-46822,YT_Urb_23-803,
2020-7737,YT_Urb_23-804,
IL2021-17848,YT_Urb_23-805,
IL16LCSDH-07-T-2662-241,YT_Urb_23-806,
IL2022-18061,YT_Urb_23-807,
IL2022-6774,YT_Urb_23-808,"thick, mixed "
IL2022-10625,YT_Urb_23-809,
IL16LCSDH-09-T-2664-16,YT_Urb_23-81,
IL16LCSDH-11-T-2666-212,YT_Urb_23-810,
IL2022-19446,YT_Urb_23-811,
AgriMAXX503,YT_Urb_23-812,
IL2022-20421,YT_Urb_23-813,
IL2021-33678,YT_Urb_23-814,
IL2021-17749,YT_Urb_23-815,
IL2022-2511,YT_Urb_23-816,
IL2022-24151,YT_Urb_23-817,
IL2021-39615,YT_Urb_23-818,
IL2021-32967,YT_Urb_23-819,
IL2022-3866,YT_Urb_23-82,"tall, mixed"
2020-9168,YT_Urb_23-820,
IL2022-14137,YT_Urb_23-821,
IL2021-15152,YT_Urb_23-822,
IL2022-19442,YT_Urb_23-823,
IL2022-23101,YT_Urb_23-824,
IL2022-2320,YT_Urb_23-825,
19-14617,YT_Urb_23-826,
IL2022-11109,YT_Urb_23-827,
IL2022-9864,YT_Urb_23-828,"very dark green, very dark green, thick, uniform "
IL2021-25478,YT_Urb_23-829,"ve, bright"
IL2022-9624,YT_Urb_23-83,
IL2022-18929,YT_Urb_23-830,
IL2022-9474,YT_Urb_23-831,
IL2021-16726,YT_Urb_23-832,
IL2021-43316,YT_Urb_23-833,
IL2022-18377,YT_Urb_23-834,
2020-9828,YT_Urb_23-835,
IL2021-30022,YT_Urb_23-836,
IL2021-44011,YT_Urb_23-837,thick 
IL2022-6576,YT_Urb_23-838,
IL16LCSDH-04-T-2659-207,YT_Urb_23-839,
IL16LCSDH-09-T-2664-40,YT_Urb_23-84,
IL2021-34203,YT_Urb_23-840,
IL2022-11064,YT_Urb_23-841,
2020-11134,YT_Urb_23-842,
IL2021-34322,YT_Urb_23-843,
IL2021-22564,YT_Urb_23-844,
IL2021-18468,YT_Urb_23-845,
IL2021-26829,YT_Urb_23-846,
IL2022-5876,YT_Urb_23-847,
IL2021-4811,YT_Urb_23-848,
IL2022-3013,YT_Urb_23-849,
IL2021-41721,YT_Urb_23-85,
IL2022-520,YT_Urb_23-850,
IL2021-34276,YT_Urb_23-851,
IL2021-40138,YT_Urb_23-852,"erect, biomass"
IL2022-15703,YT_Urb_23-853,
2020-5416,YT_Urb_23-854,
IL2021-37674,YT_Urb_23-855,
19-21467,YT_Urb_23-856,
2020-3205,YT_Urb_23-857,
IL2022-17011,YT_Urb_23-858,
IL2021-41350,YT_Urb_23-859,
2020-11426,YT_Urb_23-86,
IL16LCSDH-04-T-2659-8,YT_Urb_23-860,
IL2021-43633,YT_Urb_23-861,
2020-17017,YT_Urb_23-862,
IL2021-43973,YT_Urb_23-863,
IL2021-31004,YT_Urb_23-864,
IL2022-7323,YT_Urb_23-865,
IL16LCSDH-06-T-2661-19,YT_Urb_23-866,
IL2022-19869,YT_Urb_23-867,
19-18156,YT_Urb_23-868,
IL2022-19268,YT_Urb_23-869,
IL2022-16557,YT_Urb_23-87,
IL16LCSDH-01-T-863-72,YT_Urb_23-870,
IL2021-16459,YT_Urb_23-871,
IL2022-3862,YT_Urb_23-872,
IL2021-17752,YT_Urb_23-873,
IL2022-4044,YT_Urb_23-874,
IL2022-21238,YT_Urb_23-875,segregating
IL2021-26929,YT_Urb_23-876,
IL2022-20959,YT_Urb_23-877,thick
IL2021-15228,YT_Urb_23-878,
IL2021-18451,YT_Urb_23-879,
2020-15429,YT_Urb_23-88,
IL2022-22541,YT_Urb_23-880,
IL2021-19766,YT_Urb_23-881,"thick, uniform "
IL16LCSDH-01-T-863-63,YT_Urb_23-882,
IL2022-5517,YT_Urb_23-883,
IL2022-19470,YT_Urb_23-884,
IL2021-15117,YT_Urb_23-885,
IL2022-516,YT_Urb_23-886,"thick, npt"
IL2022-19766,YT_Urb_23-887,
IL2021-31368,YT_Urb_23-888,
IL2022-14320,YT_Urb_23-889,
IL2022-23524,YT_Urb_23-89,
IL2021-3613,YT_Urb_23-890,
19-26456,YT_Urb_23-891,thick
IL16LCSDH-01-T-863-5,YT_Urb_23-892,
IL2022-5278,YT_Urb_23-893,
2020-5376,YT_Urb_23-894,thick
IL2022-13939,YT_Urb_23-895,
IL2021-25344,YT_Urb_23-896,
IL2021-43966,YT_Urb_23-897,
IL2021-43960,YT_Urb_23-898,
IL2021-14267,YT_Urb_23-899,
IL2022-5805,YT_Urb_23-9,"npt, late"
2020-7021,YT_Urb_23-90,
IL2021-11634,YT_Urb_23-900,
IL2022-20936,YT_Urb_23-901,
IL2022-10648,YT_Urb_23-902,
2020-2770,YT_Urb_23-903,
IL2022-15711,YT_Urb_23-904,late
IL2021-16544,YT_Urb_23-905,
IL2022-17014,YT_Urb_23-906,
2020-7021,YT_Urb_23-907,
IL2021-27612,YT_Urb_23-908,
12-26004,YT_Urb_23-909,
IL2022-8204,YT_Urb_23-91,
IL2021-40862,YT_Urb_23-910,
IL2022-21643,YT_Urb_23-911,
IL2022-15802,YT_Urb_23-912,
IL2021-28535,YT_Urb_23-913,
IL2021-25152,YT_Urb_23-914,
IL2022-22609,YT_Urb_23-915,
IL16LCSDH-02-T-864-38,YT_Urb_23-916,
IL2021-46132,YT_Urb_23-917,
IL2021-14779,YT_Urb_23-918,
IL2022-6268,YT_Urb_23-919,"very mixed, very mixed, ve"
IL2022-13912,YT_Urb_23-92,
IL2021-43872,YT_Urb_23-920,"thick, bright, big heads"
IL2021-29149,YT_Urb_23-921,
19-17662,YT_Urb_23-922,
IL2022-1829,YT_Urb_23-923,
19-22757,YT_Urb_23-924,
IL2022-5853,YT_Urb_23-925,
2020-16641,YT_Urb_23-926,
IL2021-24937,YT_Urb_23-927,
IL2022-3265,YT_Urb_23-928,
2020-13145,YT_Urb_23-929,
IL2021-14556,YT_Urb_23-93,
IL2022-941,YT_Urb_23-930,
IL2021-29158,YT_Urb_23-931,
IL2022-21211,YT_Urb_23-932,
2020-9945,YT_Urb_23-933,npt
IL2022-13055,YT_Urb_23-934,
IL2022-1056,YT_Urb_23-935,
IL2022-6161,YT_Urb_23-936,
IL16LCSDH-07-T-2662-201,YT_Urb_23-937,
IL2022-19542,YT_Urb_23-938,
2020-5369,YT_Urb_23-939,
IL2022-13172,YT_Urb_23-94,
IL2021-22621,YT_Urb_23-940,
IL2022-8676,YT_Urb_23-941,
IL2021-18124,YT_Urb_23-942,
IL2022-12713,YT_Urb_23-943,
19-20348,YT_Urb_23-944,
IL2022-20830,YT_Urb_23-945,
IL2022-14924,YT_Urb_23-946,
IL16LCSDH-10-T-2665-42,YT_Urb_23-947,
IL2021-28208,YT_Urb_23-948,
2020-9856,YT_Urb_23-949,
IL2021-29356,YT_Urb_23-95,
IL2021-36445,YT_Urb_23-950,
IL2022-7104,YT_Urb_23-951,
IL2022-21758,YT_Urb_23-952,
IL2022-13050,YT_Urb_23-953,
IL2021-27574,YT_Urb_23-954,
IL2021-39812,YT_Urb_23-955,super thick
19-10123,YT_Urb_23-956,
IL2022-16436,YT_Urb_23-957,
IL2022-23362,YT_Urb_23-958,
2020-1862,YT_Urb_23-959,
2020-6010,YT_Urb_23-96,
IL2022-20504,YT_Urb_23-960,
IL2022-9035,YT_Urb_23-961,"bearded, emerald green, thick"
19-16176,YT_Urb_23-962,
IL2021-2364,YT_Urb_23-963,mixed
IL2021-30029,YT_Urb_23-964,
IL2021-44235,YT_Urb_23-965,
IL16LCSDH-02-T-864-63,YT_Urb_23-966,
IL2022-18763,YT_Urb_23-967,
2020-1511,YT_Urb_23-968,
IL2022-6142,YT_Urb_23-969,
IL16LCSDH-07-T-2662-241,YT_Urb_23-97,late
2020-10026,YT_Urb_23-970,
IL2022-18820,YT_Urb_23-971,
IL2021-16645,YT_Urb_23-972,
2020-6415,YT_Urb_23-973,
IL2022-12920,YT_Urb_23-974,
IL2022-714,YT_Urb_23-975,
IL16LCSDH-01-T-863-32,YT_Urb_23-976,
IL2022-6832,YT_Urb_23-977,
19-26709,YT_Urb_23-978,vve
IL2022-21535,YT_Urb_23-979,
IL2021-39636,YT_Urb_23-98,
IL16LCSDH-07-T-2662-202,YT_Urb_23-980,
IL2022-23625,YT_Urb_23-981,
IL2022-7608,YT_Urb_23-982,thick
IL2021-44064,YT_Urb_23-983,
IL2022-15526,YT_Urb_23-984,
IL2021-36723,YT_Urb_23-985,
IL2022-7342,YT_Urb_23-986,
IL2022-11457,YT_Urb_23-987,
IL16LCSDH-10-T-2665-22,YT_Urb_23-988,
IL2022-479,YT_Urb_23-989,
IL2022-2922,YT_Urb_23-99,
2020-5545,YT_Urb_23-990,
IL2022-5635,YT_Urb_23-991,
2020-1578,YT_Urb_23-992,
IL2021-17506,YT_Urb_23-993,
2020-16102,YT_Urb_23-994,
IL2021-46857,YT_Urb_23-995,
IL2021-29134,YT_Urb_23-996,
19-4151,YT_Urb_23-997,
IL2021-15254,YT_Urb_23-998,
IL16LCSDH-04-T-2659-232,YT_Urb_23-999,npt